StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94a,Q95a,Q159,Q96a,Q92,Q94b,Q95b,Q96b,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q111,Q112,Q113,Q114,Q115,Q117,Q118,Q119,Q157,Q158,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-23 00:46:16,2018-05-23 02:54:50,IP Address,,100,7713,True,2018-05-23 02:54:51,R_2zvus5MzehLlXdT,,,,,,,anonymous,HE,זכר,32,4,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,calculates the salary/payment,number of working hours,"pay is the interface, if you mean rate then it is the worker fixed wage value",return hours*rate,maxWeeklyHours,hourlyOverTimeWage,,,,,,,cheeseLocation,visitedTree,labyrinthTree,,,,,,,,,,,,,,,,,,,,,size,lexicographic sorting,the files that we want to sort/arrange. type will be array,a sorted array,"public boolean canResizeFile(file, newFileSize, freeDiskSpace)",,,,,,,,,,,tells the elevator where to go and how much,requestedFloor,currentFloor,deltaRequestVsCurrent,elevatorDoorState,"CustomizedPriortyQueue requestedFLoors = input(); while(requestedFloors.hasNext()) {   requestFloor = requestedFloors.dequeue()   closeDoor()   getToNextFloor(requestFloor, currentFloor)  openDoor() }",,,,,,,,,,,maxNumOfBenefits,triggeringAmount,numOfBenefits,"public boolean hasValidBenefits(int numOfBenefits, int consumedNumOfBenefits)",boolean,true / false,the action/role each player took,rock / scissor / paper,,,,,
2018-05-23 06:32:33,2018-05-23 06:52:43,IP Address,,100,1210,True,2018-05-23 06:52:44,R_ezgZ6WXCztdXP21,,,,,,,anonymous,HE,זכר,38,19,כן,תואר שני,3,,,,,,,,,,,,,,,,,calculates the paycheck of an employee based on number of hours and hourly rate.,he hours parameter indicates the number of hours that a given worker worked,the pay parameter is the hourly pay of the worker,"float pay(int hours, float rate) {       return hours * rate; }",FULL_TIME_WEEKLY_HOURS,FULL_TIME_HOURLY_OVERTIME_PAY,,,,,,,,,,BoardState,"makes a turn by marking X or O (depending on the current player) in box (row,col)",the row parameter indicates the row in the board game to mark the next move,the row parameter indicates the column in the board game to mark the next move,void displayBoard(),,,,,,,,,,,,,,,,fileSize,מיון רשימת הקבצים לפי שדה השם,הפרמטר הוא רשימת הקבצים. הוא וקטור או רשימה של איברים מסוג המחלקה המתארת קובץ במערכת,לא ברור. אולי שום דבר.," int checkFileExpansion(File* file, int expansionInBytes, int freeDiskSpace)",,,,,,,,,,,,,,,,,קטע הקוד הוא הפעולה המתבצעת עם לחיצה על כפתור קומה בתוך המעלית,targetFloor,currentFloor,floorsToTravel,doorState,for (int i = 0; i &lt; BUILDING_FLOORS; ++i) {        go_up(1);        open_door(i);        close_door(i); },,,,,,,,,enumerated type שמוגדר למטרה זו,"PLAYER_A, PLAYER_B, TIE",הפרמטרים מסמנים מה בחר כל שחקן (אבן נייר או מספריים),"גם הם מטיפוס enumerated type שהוגדר למטרה זו, והוא מקבל את הערכים ROCK, PAPER, SCISSORS",,משנה את גודל התמונה בפקטור המצויין בפרמטר,width *= factor,,
2018-05-23 07:34:29,2018-05-23 08:35:55,IP Address,,100,3685,True,2018-05-23 08:35:55,R_1BOTxGZAPrB2vDs,,,,,,,anonymous,HE,זכר,43,25,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,מחשב את השכר. לא ניתן לבצע את התשלום בפועל כי אין את פרטי העובד.,מספר השעות שהעובד עבד בהן.,שכר שעתי,return hours*rate,weeklyHoursQouta,extraHoursBonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,"returns the files in the parameter files ordered by name. if so, sortFilesByName would have been a better name.","list of files, it value is the files to sort",list of files (same files but sorted),hasSpace(space) - לשאלה מי הקובץ אין קשר לשאלה האם יש מקום והקובץ לא צריך להיות בחתימה. אם הקובץ מחוייב ניתן להוסיף את שמו,"integer max_kasatas(integer biscuits integer iceCream, intger papaer), ",מחשב רווח של מכירת מספר יחידות במחיר מסויים ובעלות מסויימת,מספר היחידות שנמכרו,עלות יחידה,מחיר יחידה לצרכן,,,,,,הקוד שולח את המעלית מהקומה הנוכחית ליעד,currentFloor,destinationFloor,floorDistance,"isOpened un cases that the state is Boolean, doorState otherwise",for i in range(n): go_up(1) open_door() close_door(),,,,,,,,,,,maxMonthlyGifts,giftCost,giftsNum,"bool can_use_gift(integer giftsWon, integer giftsUsed)",integer,"אינדקס השחקן (0, 1)",לציין מה היד של כל אחד מהשחקנים,"enum rock, paper, scissors",,,,,
2018-05-23 08:54:05,2018-05-23 09:06:42,IP Address,,100,757,True,2018-05-23 09:06:43,R_2ydcUzVXKwyEcOj,,,,,,,anonymous,HE,נקבה,26,1,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,How much to pay for hours,Hours of work,How much to pay for hourt,Cost× rate ,Val,HoyrlyWage,,,,,,,,,,,,,,,GameState,It marks x or o in the given row and column,Indicates row number,Indicates col number,displayGrid (),,,,,,,,,,,,,,,, calculateCassateNum,מחשב את הרווח,מספר היחידות,העלות,המחיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עושה שינוי של גודל התמונה פי הפקטור הניתן כקלט,picture.setWidth (width),,
2018-05-23 08:54:54,2018-05-23 09:12:03,IP Address,,100,1029,True,2018-05-23 09:12:03,R_vqsDGhgUKVQSJ7b,,,,,,,anonymous,HE,זכר,32,6,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,return hours*rate (roughly),total number of hours,"there is no pay parameter, rate is the base rate per hour","def pay(hours,rate): return hours*rate",BASE_SALARY_HOURS,OVERTIME_RATE,,,,current_place,VisitedRooms,Maze,,,,GameState,plays the next move at specific location,row in the matrix,column in the matrix,show_board(),,,,,,,,,,,,,,,,,,,,,,,,,,"calc_sandwich_num(biscuits, icecream_cups, wrap_paper)","returns the profit from selling the specific number of units at a specific price.  the cost is ambiguous, since it is not clear if it is unit cost or total cost ",how many units sold,"the cost is ambiguous, since it is not clear if it is unit cost or total cost ",price per unit,,,,,,,,,,,,,,,,,,,,, integer / result struct / enum,"0,1,2 / A,B,Draw",to pass the result of each player in the current round,player struct / enum / integer ,,increase/decrease the picture with the specific factor,new_width = width*factor,Unknown,
2018-05-23 09:08:28,2018-05-23 09:19:27,IP Address,,100,658,True,2018-05-23 09:19:28,R_3R3kccOFO1qmIMU,,,,,,,anonymous,HE,זכר,38,19,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"Difficulty evalueDifficulty(int boardWidth, int boardHeight, int numMines)",gameDuration,MinesweeperBoard,"חושף תא במקום מסויים, וכנראה גם מעדכן את התאים הסמוכים אם יש צורך",,,,,,,,,,,,,,,,,,,,,,,,currentCheeseLocation,visitedLocations,Maze,,,,,,,,,,,,,,,,,,,,,fileSize,"ממיינת את הקבצים, לא שם מוצלח. עדיף sort",collection של קבצים או שמות קבצים,כלום או סטטוס - הצלחה או מספר קבצים ששינו את מקומם,"boolean canEnlarge(File file, long freeSpace, long increase)",,,,,,,,,,,,,,,,,,,,,,,,,,,MAX_TREATS,MIN_SPENDING_FOR_TREAT,currentPeriodTreats,"boolean hasAvailableTreats(int gainedTreats, int usedTreats)",,,,,"חיבור של הווקטורים או שרשור שלהם, לא ניתן לדעת",משנה גודל של התמונה פי factor שמציין את הגודל החדש ביחד לגודל הקיים,picture.width = newWidth;,,
2018-05-23 09:04:58,2018-05-23 09:25:18,IP Address,,100,1220,True,2018-05-23 09:25:18,R_3frz45iv2r6ewuk,,,,,,,anonymous,HE,זכר,21,4,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curren_location,locations_tried,available_locations,,,,,,,,,,,Board,מעדכנת את הלוח (כולל מבחינה גרפית),מספר השורה של שהמשתמש רוצה לשים בו איקס או עיגול,אותו דבר רק עם עמודה,print_board(Board board),size,Changes the files to be order by their name alphabetical,List of the File type,"No return, just change","can_increase_file(file, size_to_@dd, availabl_space)",,,,,,,,,,,,,,,,"Checking if the elevator going upwards or downwards, and calls the relevant function with the number of floors to travel",new_floor,curren_floor,floors_to_move,is_opened,,,,,,,,,,,,MAX_POINTS_FOR_MONTH,MONEY_NEEDED_FOR_POINT,current_points,"can_use_points(points_have, points_to_use)",,,,,"[1, 2, 3, 4, 5, 6]",,,,
2018-05-23 09:20:48,2018-05-23 09:30:30,IP Address,,100,582,True,2018-05-23 09:30:31,R_3HwbYY18FbfkQdp,,,,,,,anonymous,HE,זכר,,10,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"public double getGameLevel (int boardWidth, int boardHeight, int numMiness)",GameTimer timer,GameSquareMinesInProximity :),"blows up the game if there's a mine in the location, or shows the location and thethose around it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTTBoardState,"move a piece to row, col. but... which piece to move? so maybe it's a function on TTTPiece",tell the machine to which row to move the piece to,tell the machine to which col to move the piece to,"public void displayBoardState (TTTBoardState state, Player player)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23 09:19:26,2018-05-23 10:07:07,IP Address,,100,2861,True,2018-05-23 10:07:08,R_1LO20HlsQpSIBRL,,,,,,,anonymous,HE,זכר,33,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,Calculates the weekly/monthly paycheck of an employer given his fixed wage value and hours he worked,The amount of hours the employee worked in a given month/week,The fixed wage value for a given employee,"pay(hours, wage):     return (hours*wage)",HOURS_FULL_TIME,overtime_wage,,,,,,,current_cheese_location,"rooms_visited (room_name, is_visited)",labyrinth_structure ,,,,,,,,,,,,,,,,file_size,"For each file in the list of files provided, the program will go over the Name parameter and sort them alphabetically ","A list of files to sort, each file is a class containing it's size and name (File file_arr[])",A sorted array of files File file_arr[],"bool TestAvailableSpace(file, size)",,,,,,,,,,,"int SandwichAmount(biscuits, vanilla, wrapPaper)",Calculates the profit from selling a given amount of ice cream given the cost per unit and price per unit,Amount of ice creams sold,Per unit cost of a single ice cream sandwich,Price per unit of ice cream sandwich,,,,,,,,,,,,,MAX_BENEFITS,BENEFIT_BREAK,current_benefits,"CanUseBenefit(total_benefits, used_benefits)",,,,,,,,,"[5, 7, 9]",,,Unknown,
2018-05-23 10:18:55,2018-05-23 10:52:59,IP Address,,100,2043,True,2018-05-23 10:52:59,R_3CJmNkhOnlgOWgg,,,,,,,anonymous,HE,זכר,44,10,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"difficultyLevel(width, height,minesNumber)",timeAccumulated,mineMap,"calculates outcome of click of row,col location",,,,,,,,,,,,receives the number of hours of work  and the rate per hour  and returns the product which is the sum to pay,number of hours of work ,sum to pay,"def pay (hours, rate): 	return hours * rate",C_weeklyWorkHours,overtimeRate,,,,,,,,,,,,,,,gridState,i have no idea . speculation: requesting player input ,location in grid by row ,location in grid by column ,displayGrid(),,,,,,,,,,,,,,,,,,,,,,,,,,"var2=currentFloor, var1=designatedFloor, var3=numOfFloorsToGo the code determines the direction that elevator should take, and initiates the required function, according to current and designated floor data. ",var1=designatedFloor,var2=currentFloor,var3=numOfFloorsToGo,doorState,"def travel (startFloor, endFloor):   if startFloor &lt; endFloor:      for floor in startFloor+1..endFloor:         go_up(floor)         openDoor         waitForDoor2Close   else        for floor in endFloor-1..startFloor:          go_down(floor)          openDoor          waitForDoor2Close  currentFloor=0 targetFloor=C_topFloor travel (currentFloor, C_topFloor)",,,,,,,C_benefitsPerMonth,C_EntitlingSum,currentMonthBenefitsCount,"benefitsCurrentBalance(currentMonthBenefitsCount, currentMonthUsedBenefitsCount)",,,,,,,,,,change size of image ,image.width=image.width+delta,,
2018-05-23 09:42:19,2018-05-23 11:10:22,IP Address,,100,5283,True,2018-05-23 11:10:23,R_3pfewpnWn8LJoPs,,,,,,,anonymous,HE,זכר,35,10,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheese_location,locations_visited,labyrinth_data,,,,,,game_grid,update the game_grid with a new turn,location index for the row in regards to where the action happens,location index for the col in regards to where the action happens,display_game_grid(game grid),,,,,,,,,,,size,To arrange the file names in a lexicographic list,list of Files to arrange using name property,list of File objects,"check_if_extending_file_is_possible(file, new_file_size, disk_free_space)",,,,,,,,,,,,,,,,,determine how many floors and in which direction the elevator should move,original_floor_index,designated_floor_index,floor_delta,is_door_open,for floor_index in number_of_floors: go_up(floor_index) open_door() close_door() ,,,,,,,,,Player,"playerA, playerB",pass the Players data,Players object containing player info and action,Error / raise exception ,,,,
2018-05-23 11:30:04,2018-05-23 11:54:03,IP Address,,100,1439,True,2018-05-23 11:54:04,R_3vH9oeA6ssZldmN,,,,,,,anonymous,HE,נקבה,29,2,כן,תואר שני,3,,,,,,,,,,,,,,,,,,,,,,,curr_cheese_location,visited_locations,maze,,,,,,,tic_tac_toe_board,"writing x or 0 in the given row and col after checking that row and col are the numbers 1, 2 or 3 [if not returns error]",the row number of the new mark location,the column number of the new mark location,display_board(mat board),,,,,,,,,,,file_size,ממיינת את הקבצים בסדר עולה לפי השם," האינפוט לפונק' לדעתי הינו איזשהו מערך/ רשימה וכו' שמכילה אובייקטים מסוג קובץ שבו יש שם הקובץ, גודל וכו'",את אותו סוג מבנה נתונים של files רק ממוין לפי שם הקובץ,possible_to_increase_file_size,,,,,,,,,,,,,,,,"var2 is the current floor, var1 is the the one the user wants to go to (""new"").  the code checks whether the new one is higher or lower than current floor and go down or up var3 floor respectively ",new_floor,curr_floor,floor_diff,bool door_open,for (i=0;i=num_floors; i++) { open_door() close_door() go_up(1) {,,,,,,,,,,,,,,,,,,,"[5,7,9]",מגדילה או מקטינה תמונה בהתאם לפקטור שקיבלה,width*= factor,,
2018-05-23 11:36:34,2018-05-23 15:24:47,IP Address,,100,13693,True,2018-05-23 15:24:48,R_1DRUoP7pymQRWhv,,,,,,,anonymous,HE,זכר,53,27,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,No,"returnGameLevel(gridsize: INT, mines: array[ [mineSize: INT, number_of_occurences : INT ]]",GameTime: realNumber,MinesInfoMap,"reveals the MineInfoMap for that location, and also reveals the adjacant locations, as reuiqred by the rules",מחשב שכר לעובד,שעות עבודה לתקופת השכר הנוכחית,שכר שעה לעובד,return rate * hours,workhours_per_week,overtime_hour_rate,,,,,,,,,,,,, cheese_location,areas_already_visited,labyrinth_areas_graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gets the elevator to the floor defined in var1 from the current floor (var2),destination_floor,curr_floor,num_floors_to_move,door_state,sort all input destination floor into dest_floors_vec. create diff_vec = dest_floors_vec[i+1] -    dest_floors_vec[i ] for each i handle the special case  of starting  go_up(diff_vec[i]) for each i,,,,,,,,,,,max_number_of_treats,treat_price,current_number_of_treats,"get_available_treats(current_number_of_treats: INT, used_treats: INT): BOOL",Integer,"{0,1}",משקפים את הבחירה של המשחק,"LOV שמכיל את 3 אפשריות המשחק (אבן, נייר או מספריים). אם השפה לא עובדת טוב עם LOV, אפשר תמיד להשתמד ב INTEGER.",,,,,
2018-05-23 16:46:09,2018-05-23 16:56:40,IP Address,,100,630,True,2018-05-23 16:56:40,R_Q3WVcQQ6zn0cYwN,,,,,,,anonymous,HE,זכר,22,6,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GameBoard,"מוסיפה את הצורה הנוכחית ב-col, row",להגדיר באיזה שורה להכניס את הצורה,להגדיר את העמודה,Display () ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAX_MONTH_PINUKIM,MIN_PAY_FOR_PINUK,numOfPinukim,boolean canGetPinuk(num,,,,,"[5,7,9]",מקטינה/מגדילה את התמונה באורך ורוחב,Width =* factor;,,
2018-05-23 16:47:31,2018-05-23 17:22:27,IP Address,,100,2095,True,2018-05-23 17:22:27,R_1dfVGiRCmuLahxF,,,,,,,anonymous,HE,זכר,27,7,כן,תואר ראשון,4,כן,"get_diificulty(border_size, bombs_num)",game_duration,is_bomb,"return is_bomb[row, col] == -1",,,,,,,,,,,,calculates hours*rate and pays the employee,number of hours the employee worked,employee's hourly wage value,"pay (hours, rate): return hours*rate",REQUIRED_HOURS,overtime_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"calculate_how_many_sandwiches(biscuits, ice_cream_cups, papers)",return units * (price - cost),the number of units bought and sold,amount at which a unit is purchased,amount at which a unit is sold,"checks if the input floor number (var1) is above current floor number (var2) or below it, and orders the elevator to move |var1 - var2| floors in that direction",input_floor,current_floor,floors_diff,is_closed,"if current_floor !=0:   go_down(-current_floor) // should work on underground floors too, because -(-num)==num for i in (0, top_floor)   go_up(1)  ",,,,,,,,,,,,,,,,,,,"[5,7,9]",,,Unknown,
2018-05-22 17:28:02,2018-05-22 17:31:24,IP Address,,61,202,False,2018-05-23 17:31:26,R_UgvYn5Ac21c9WQ9,,,,,,,anonymous,HE,זכר,30,5,כן,דוקטורט ומעלה,2,,,,,,,,,,,מחשב את השכר הכולל לפי התעריף ובהנתן השעות שמסופקים,כמות השעות שבוצעו,ערך שעת העבודה,"זה תלוי חוקי עבודה, אבל המימוש הכי פשוט הוא הכפולה שלהם: rate*hours",Weekly_hours,Extra_time_additional_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
