StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q33,Q156,Q35,Q40,Q41,Q42,Q52,Q49,Q50,Q51,Q53,Q82,Q83,Q160,Q94a,Q95a,Q159,Q94b,Q95b,Q96b,Q100,Q101,Q102,Q106,Q107,Q108,Q112,Q113,Q114,Q115,Q118,Q119,Q157,Q158,Q122,Q126,Q129,Q135,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-27 10:55:51,2018-05-27 11:17:20,IP Address,,100,1289,True,2018-05-27 11:17:21,R_YQuDgQh1f8hMupb,,,,,,,anonymous,HE,נקבה,27,,כן,תואר שני,1,,,,,,,,,calculates the salary of the employee,to denote the number of hours the employee worked,the total amount to pay to the employee,return hours*rate,puts an x or o to given location on the board,to denote the row,to denote the column,,,,,,,,,,,,,"מחשב את הרווח של אורי בהנתן מספר היחידות בידו, כמה כל יחידה עלתה לאורי ובכמה הוא יכול למכור יחידה.",מספר הקסטות שאורי הכין,כמה כל יחידה עלתה לאורי,בכמה הוא יכול למכור כל יחידה,,,,,"אם הקומה שהזמנתם גדולה מהקומה שהמעלית נמצאת בה, תעלה למעלה מספר קומות כהפרש שני המספרים. אם הקומה שהוזמנה קטנה מהקומה שהמעלית נמצאת בה, תרד למטה כהפרש מספר הקומות",sort(pressed_floors) for dest in pressed_floors: go_up(dest-curr) curr=dest ,,,בינארי,"0,1?",לציין את השחקנים,מערכים של מספרים ששומרים את ההיסטוריה של כל שחקן במשחק,,,,,
2018-05-27 09:59:24,2018-05-27 11:33:23,IP Address,,100,5639,True,2018-05-27 11:33:24,R_u4FRHPCcuIeLPBT,,,,,,,anonymous,HE,זכר,27,2,כן,תואר שני,2,כן,"חושף את הערך של המשבצת בrow,col",,,,,,,,,,,,,,,,,,,,,,,למיון הקבצים לפי השם,הפרמטר הוא אובייקט של קובץ,מערך שבו כל תא מצביע על הקובץ המתאים לו במיון,מחשב את הרווח ממכירת units במחיר price עם עלות cost,כמות היחידות הנמכרות,עלות הייצור,מחיר מכירת יחידה,,,,,,,קובע את כיוון המעלית עבור קומה נתונה ומיקום המעלית ברגע לחיצת הכפתור,for floor in range(num_floors): open_door() Close_door() go_up(1),,,,,,משנה את גודל התמונה,width = width*factor,,
2018-05-27 09:58:57,2018-05-27 11:51:40,IP Address,,100,6762,True,2018-05-27 11:51:40,R_2v0yEyunVqbFjOF,,,,,,,anonymous,HE,זכר,26,,כן,תואר ראשון,3,,,,,מגדיר מה השכר השעתי של העובד וכמה שעות בסיס עליו לעבוד,שעות בסיס,שכר שעתי,,,,,,,,,,,,,,,Sorts the files from a to z,Sub group of files to be sorted out. The type is File,Void,,,,,,,,"Calculates the profit according to the stock level, and the prices",To store the amont from each ingredient,How much it cost the seller to buy thr ingredient from his supplier,The price for the customer,,,,,int,-1 0 1,אובייקטים של השחקנים,אובייקט של שחקן,,מגדילה/מקטינה תמונה (ראיתי כבר את הדוגמא בקורס של פייטלסון),width = width * factor^2,,
2018-05-27 11:57:59,2018-05-27 12:07:00,IP Address,,100,541,True,2018-05-27 12:07:00,R_6Yiyg8BJut34hDX,,,,,,,anonymous,HE,נקבה,25,4,כן,תואר ראשון,4,,,,,,,,,Return payment according to the hours worked,How much I worked,Pay per hour,Hours*pay,,,, Write o or x ,Which row,Which col,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-27 12:03:34,2018-05-27 12:33:46,IP Address,,100,1812,True,2018-05-27 12:33:46,R_31mkUjWC0hM83om,,,,,,,anonymous,HE,זכר,45,25,כן,דוקטורט ומעלה,1,,,Yes,מבצעת צעד במשחק בהתאם למשבצת שנלחצה,"לא ברור. או מחשבת כמה לשלם לעובד מסויים, או משלמת לעובד מסויים",כנראה דיווח כמה שעות העובד עבד,כנראה דיווח מה גובה השכר השעתי של העובד,אין לי כח. אני עונה על הסקר בנייד.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לוקח החלטה בהתאם לקומה הנוכחית ולקומת היעד אם לעלות או לרדת ומפעיל את הפעולה בהתאם,אין לי כח. אני עונה על הסקר מהנייד.,,,,,"או ]1,2,3,4,5,6[, או ]5,7,9[, או exception או הרבה אפשרויות אחרות",,,,
2018-05-26 12:20:48,2018-05-26 13:57:11,IP Address,,63,5783,False,2018-05-27 13:57:51,R_1g1t3uA0GzDr9iV,,,,,,,anonymous,HE,נקבה,28,10,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משנה את גודל התמונה (ושומרת על פרופורציה) כגודל הפקטור שקיבלה,this.width *= factor;,,
2018-05-27 09:59:18,2018-05-27 15:18:47,IP Address,,100,19169,True,2018-05-27 15:18:48,R_Xw8fwT1vuNnE1dD,,,,,,,anonymous,HE,זכר,19,4,כן,תואר ראשון,4,,,Yes,"opens a cell in position (row,coloum) and exposes its value",,,,,,,,,,,,,,,הצבת איקס או עיגול (בהתאם לשחקן שקורא לה) בשורה row ועמודה col,מספר השורה בטבלה/מבנה הנתונים של האיקס עיגול,מספר העמודה בטבלה/מבנה הנתונים של האיקס עיגול,,,,מסדרת את הקבצים לפי שמם,"רשימת הקבצים, list",רשימת קבצים מסודרת,מחזיר רווח בהתאם לפרמטרים שונים,יחידות ממוצר מסוים,עלות המוצר,"המחיר שבו נמכר המוצר (לאחר הקנייה, ברווח)",,,,,,,,,player,"A, B","לסמלצ משחק על השחקנים A,B",טיפוס player,,משנה את גודל התמונה ביחס factor מהתמונה המקורית,newWidth = width*factor,,
2018-05-26 15:29:24,2018-05-26 15:46:04,IP Address,,80,1000,False,2018-05-27 15:46:20,R_URBaWQWOIlOHWOR,,,,,,,anonymous,HE,נקבה,31,4,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,מחזיר את הערך (המספר) שיש בתא המבוקש ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 16:02:22,2018-05-27 16:16:42,IP Address,,100,860,True,2018-05-27 16:16:43,R_3KPhtKoIgzD2Snn,,,,,,,anonymous,HE,זכר,24,2,כן,תואר ראשון,1,כן,Returns whether those coords have a mine ,,,Calculates the salary.,Num of hours the employee worked,The hourly pay,;Return hours*rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",מותחת את התמונה לפי הפקטור הנתון,(picture.set(width,,
2018-05-27 16:01:45,2018-05-27 16:19:46,IP Address,,100,1081,True,2018-05-27 16:19:46,R_25XAQpKg99B2Tpe,,,,,,,anonymous,HE,נקבה,26,3,כן,תואר ראשון,4,,,,,מחשב את השכר של העובד לפי השעות שהוא עבד והמשכורת שלו לשעה,כמה שעות עבד העובד,מה המשכורת של של העובד,return hours*rate;,,,,,,,,,,,,,,,,,,,,הרווח שיעשה בהתאם לכמה יחידות יש לו והעלות של ההכנה שלהם,כמה יחידות של קסטות,כמה עולה להכין קסטה אחת,בכמה ימכרו קסטה אחת,,,,,,,,,,,,,"[5,7,9]",מגדילה משהו בהתאם לפקטור שהיא מקבלת,width *= factor,,
2018-05-27 16:01:00,2018-05-27 16:19:51,IP Address,,100,1131,True,2018-05-27 16:19:51,R_2s5BG62FDkhCU89,,,,,,,anonymous,HE,זכר,27,,כן,תואר ראשון,4,כן,ממשק גרפי אחרי לחיצה על משבצת,,,מחשב כמה העובד צריך לקבל לפי שעות עבודה ושכר שעתי,שעות העבודה של העובד,שכר שעתי,return hours * rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גורם למעלית לרדת או לעלות מספר קומות מסוים לפי המיקום הנוכחי שלה וזה שנלחץ,for floor in floors: go_up(1),,,,,"מוסיף שני לוחות בעלי מימדים x,y ומספר מוקשים 3,6",,,,
2018-05-27 16:14:39,2018-05-27 16:24:10,IP Address,,100,570,True,2018-05-27 16:24:10,R_2qskiqFZtAbHr4h,,,,,,,anonymous,HE,זכר,27,1,כן,תואר ראשון,3,כן,"expose a mine (or free cell) at a given point (row, col)",,,,,,,,,,,,,,,,,,,,Arrange the files in lexicographic order,list of files,a list of the sorted files,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",resized an image by a given factor,width = width / factor,,
2018-05-27 16:17:40,2018-05-27 16:25:21,IP Address,,100,461,True,2018-05-27 16:25:22,R_3Rsxg7tygGJRD4d,,,,,,,anonymous,HE,זכר,24,2,כן,תואר ראשון,1,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculates revenue -cost,To calculate revenue,Same,Same,,,,,,,,,,,,,
2018-05-27 16:13:02,2018-05-27 16:29:57,IP Address,,100,1014,True,2018-05-27 16:29:57,R_1OGZ8k2L8iDqKtc,,,,,,,anonymous,HE,זכר,24,2,כן,תואר ראשון,2,,,Yes,exposing one of the entries in the grid,,,,,Pays the employee corresponding amount of money,"to indicate how many hours the employee has been working ,an arguemnt",the name of the function,"int pay(hours,rate){ return hours*rate; }",,,,,,,,,,,,,,,,"מחזיר כמה ניתן להרוויח בהנתן מספר קסטות , עלות הכנה ומחיר מכירה",את מספר הקסטות שנרצה למכור,כמה עולה להכין את הקסטה,מחיר מכירה לקסטה אחת,,,,,Tells the elevator whether to go up or down.,for(int i=1;i&lt;num_of_floors;i++){ go_up1) open,,,,,,,,,,,
2018-05-27 16:19:13,2018-05-27 16:33:22,IP Address,,100,848,True,2018-05-27 16:33:22,R_2c0JSut4boqtx15,,,,,,,anonymous,HE,נקבה,23,2,כן,תואר ראשון,2,,,,,מחשב את שכרו החודשי של העובד לפי שעות עבודתו והשכר השעתי,מספר השעות שהעובד עבד,שכר שעתי קבוע,"pay (rate, hour) return rate*hour",,,,,מסמן עבור השחקן X או עיגול במקום שהוא בחר (לפי תורו של השחקן),השורה בלוח בה השחקן רוצב לסמן X או O,הטור,,,,,,,,,,,,,"מחשב את הרווח כתלות במחיר, עלות, ויחידות", כמות היחידות אותם ייצרו על מנת למכור,עלות ההכנה,המחיר אותו דורשים ליחידה,,,,,מעלה / מוריד את המעלית מספר קומות,,,,,,,,true/ false,,,,
2018-05-27 16:25:44,2018-05-27 16:33:33,IP Address,,100,469,True,2018-05-27 16:33:33,R_2uZADK8FyxRS44H,,,,,,,anonymous,HE,זכר,36,7,כן,דוקטורט ומעלה,6,,,Yes,reveal the square at the given coordinates,,,,,calculates the product of the given number of hours and the given hourly wage,the number of hours worked,the hourly wage rate ,pay=hours*rate,updates the board with the current player's mark at the given board coordinates,indicate the row coordinate for the current move,indicate the column coordinate for the current move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",resize an image by a given factor,width=width*factor,,
2018-05-27 16:05:58,2018-05-27 16:38:09,IP Address,,100,1930,True,2018-05-27 16:38:09,R_3FJWd0z6pHauf93,,,,,,,anonymous,HE,נקבה,24,0,כן,תואר ראשון,3,כן,מחזיר את מספר המוקשים במשבצת במיקום המתאים,,,,,,,,,,,,,,,,,,,,,,,,,,"מחזיר את הרווח הנקי של אורי בהינתן מספר הקסטות שהוא מכר, עלות הכנת הקסטות ומחיר המכירה של כל קסטה",מספר הקסטות שאורי מכר,עלות ההכנה של קסטה בודדת,מחיר המכירה של קסטה בודדת,,,,,,,,,,,,,"[5,7,9]",משנה את גודל התמונה בהתאם לקלט בצורה כפלית (מכפיל את האורך ואת הרוחב בגודל המתאים),this.width *= factor,,
2018-05-27 16:27:59,2018-05-27 16:39:06,IP Address,,100,667,True,2018-05-27 16:39:07,R_3h61TsxoPR6nm3a,,,,,,,anonymous,HE,נקבה,24,1,כן,תואר ראשון,1,,,Yes,מגלה אם יש מוקש או לא במיקום הנתון,,,,,,,,,מסמנת סימון X או עיגול לפי השחקן שתורו עכשיו,שורה בה מסמנים,עמודה בה מסמנים,,,,,,,,,,מסדרת בסדר אלפביטי,מערך של ארגומנטים מסוג file,מערך סטרינגים של שמות הקבתים,,,,,,,,,,,,,,,,,"[5,7,9]","מקטינה או מגדילה את התמונה לפי מספר נתון (פי 5, פי 1/4 וכו)",width = factor*width,,
2018-05-27 16:42:06,2018-05-27 16:50:08,IP Address,,100,482,True,2018-05-27 16:50:08,R_3irHH2EJ4c2JpzJ,,,,,,,anonymous,HE,זכר,20,6,כן,תואר ראשון,3,,,Yes,חושפת מה יש מתחת לקואורגינטה row col,מגדיר מחשבון משכורת,כמה שעות עבדו,מה השכר לשעה,Return hours*rate,,,,,,,,,,,,,,,,,מיון לפי שם,רשימת קבצים,רשימה ממויינת,,,,,,,,,,,,,Int,0 1,לייצג את השחקן,Objects,,משנה גודל,Width=newwidth,,
2018-05-27 16:52:47,2018-05-27 17:04:33,IP Address,,100,705,True,2018-05-27 17:04:33,R_rrqhrfacEuTPcgV,,,,,,,anonymous,HE,זכר,27,13,כן,תואר שני,2,כן,"חושף את התא במיקום row,col לשחקן",,,מחזיר את כמות השכר שהעובד מקבל (כופל hours בrate),מספר השעות שהעובד עבד,השכר של לשעה,if hours &gt; 0 and rate &gt;0: return hours * rate return 0,,,,,"places a piece at (row, col) according to the current turn",Location of row,Location of column,,,,,,,,,,ממיין לפי שם הקובץ,"רשימה של דיסקרפטורים של קבצים, טיפוסו FILE","את הרשימה, ממוינת לפי שם",כמה רווח אורי יקבל ממכירת הקאסטות \ מוכר קאסטות ומחזיר את הרווח,כמות היחידות שנמכרו,כמה עלה לייצר את היחידות,בכמה כל יחידה נמכרה,,,,,,,,,,,,,,,,,
2018-05-27 16:55:53,2018-05-27 17:09:24,IP Address,,100,811,True,2018-05-27 17:09:24,R_1cU4MjiKygflQrt,,,,,,,anonymous,HE,נקבה,24,3,כן,תואר ראשון,1,כן,calls for the cell object from the board,,,,,,,calculates the wages,total hours the workers used,payment per hour,nope,,,,,,,,,,sorts the files alphanumerically ascending ,array of files to order,the sorted array,,,,,,,,,,,,,,,,enum,"boolean, int",אינדיקציה לשחקן שניצח,"enum - PlayerOne, PlayerTwo, Draw",,refactors the image size,this.width = newWidth,,
2018-05-27 16:55:52,2018-05-27 17:09:57,IP Address,,100,844,True,2018-05-27 17:09:57,R_3M0agpfNVkXmcAU,,,,,,,anonymous,HE,זכר,24,0,כן,תואר ראשון,1,,,Yes,show value of the slot chosen by user,,,,,,,,,,,,,,,Place users choice for current turn,index of row,index of col,Arranges files by name,"which files to arrange, list",list sorted by names,,,,,,,,,,,,,,,,,,,,"[1,2,3,4,5,6]",,,,
2018-05-27 16:52:57,2018-05-27 17:16:16,IP Address,,100,1398,True,2018-05-27 17:16:16,R_33BfCW5uWhaJL2k,,,,,,,anonymous,HE,זכר,23,6,כן,תואר ראשון,2,,,Yes,"boardGame[,]",מביאה ערך של תשלום לפי hours ו rate,מספר שעות שצריך לשלם לפי,תשלום עבור שעה,Return hours*rates,,,,," Put x or o as the turn on [col,row] and move to the next turn ",Hight in the table . tell in which row it is inside od the table,Same as row but for col,,,,,,,,,,"מסדרת את הקבצים בfiles לפי שם, לפי דעתי משתמשת ב sort מסוים עבור השם",Data structure that hold the files we want to sort,"כלום, files צריך להיות מסודר אחרי זה לפי שם",,,,,,,,,See if we need to move up or down and then move the amount of levels needed,For i from 0 to levels OpenDoors() CloseDoors() Go_up(1)  ,,,,,,,,,,,
2018-05-27 16:56:45,2018-05-27 17:18:40,IP Address,,100,1315,True,2018-05-27 17:18:41,R_OiGqCxq356TtLBD,,,,,,,anonymous,HE,נקבה,24,0,כן,תואר ראשון,1,כן,מראה את הערך בנקודה,,,,,,,,,,,,,,,,,מבצע מהלך,השורה של המהלך,הטור של המהלך,,,,מארגנת מחדש את הקבצים לפי שם.,"רשימת הקבצים לארגן, רשימה",ערך בוליאני,"מחשב את הרווח ממחירת הקסטות - כמה יחידות, כמה עלו היחידותה אלה ומה המחיר של כל קסטה.",כמות קסטות,עלות הכנת הקסטות,מחיר כל קסטה,,,,,,,,,,,,,,מחשבת מחדש את הגודל של תמונה אחרי פקטור,width = width*factor,,
2018-05-27 17:04:05,2018-05-27 17:20:12,IP Address,,100,967,True,2018-05-27 17:20:13,R_21mH4QSwjQwHEeO,,,,,,,anonymous,HE,זכר,19,4,כן,תואר ראשון,2,,,,,,,,,מחשבת את השכר שעל המעסיק לשלם לעובד,שעות העבודה שהעובד עבד,תשלום כללי,,,,,,,,,,,,,,סידור הקבצים לפי האלף בית,רשימת של שמות הקבצים,כלום,,,,,Price - cost,Ammount,Money,Selling price,,,מזיז את המעלית,בצע מספר הקומות: עלה קומה אחת פתח דלת סגור דלת,String,"Player a, player b",מכילים את מה שביצע כל שחקן,String ואפשרי להיות אבן נייר או מספריים,,,,,
2018-05-27 16:57:32,2018-05-27 17:20:19,IP Address,,100,1366,True,2018-05-27 17:20:19,R_3ewOmb8FRngpu1e,,,,,,,anonymous,HE,זכר,26,1,כן,תואר ראשון,1,,,,,,,,,Calculates the paycheck ,The amount of hours a worker worked,Rate- the hourly rate he gets. Pay is the name of the function. ,Return rate*hours,Put x/o at the designated coordinate ,Rows coordinate ,Col coordinate ,,,,,,,,,,,,,"מחשב את הרווח בהתאם למשתנים של יחידות, עלויות ומחיר",היחידות של המוצר אותו מוכרים,העלות לייצור יחידה,המחיר בו היחידה נמכרת,,,,,,,מכוון את המעלית לקומה הרצויה ,קומה מקסימאלית = 5 קומה נוכחית = 0 כל עוד הקומה הנוחכית &gt;= קומה מקסימאלית: פתח דלת ()  סגור דלת ()  עלה()  קומה נוכחית += 1,Player,PlayerA playerB,אובייקטים המייצגים את מה שנשלח לפומקציה (אבן נייר או מספריים) ,אבן נייר ומספריים ,,,,,
2018-05-27 17:03:31,2018-05-27 17:21:28,IP Address,,100,1077,True,2018-05-27 17:21:28,R_2b4cLcBtmnfc28j,,,,,,,anonymous,HE,זכר,23,0,כן,תואר ראשון,2,כן,"חושף בפני המשתמש את הערך של המשבצת, או מסיים את המשחק אם יש -1",,,,,,,,,,,,,,,,,,,,Arranges the files in alphabetical ascending order (A first),An iterable collection of files or pointers to file,An iterable sorted as desired,,,,,,,,,,,,,,,,,,,,"[5,7,9]",Resize,Width = factor*width,,
2018-05-27 17:02:04,2018-05-27 17:23:15,IP Address,,100,1271,True,2018-05-27 17:23:16,R_1rqAUvYFPuJeQBd,,,,,,,anonymous,HE,זכר,25,1,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var,0 או 1,לייצג שחקנים,0 או 1,,מקטינה פי כמה,גדגכשדגכ,,
2018-05-27 17:03:53,2018-05-27 17:26:40,IP Address,,100,1366,True,2018-05-27 17:26:40,R_1FEW73SEYEQqDXa,,,,,,,anonymous,HE,נקבה,25,2,כן,תואר ראשון,2,,,,,מחזיר משכורת לפי מספר שעות עבודה וערך שכר שעתי ,מספר שעות עבודה ,ערך שכר שעתי,return hours*rate;,,,,,,,,,,,,,,,,,,,,,,,,units*price-units*cost,Number of units produced,Cost of making a unit,Price in which a unit is sold,,,בודק אם הקומה הרצויה מעל או מתחת לקומה הנוכחית למחשב כמה קומות צריך לעלות/לרדת בהתאם. ,for i between 0-max_floor: { openDoor(); isDoorOpen=true } ,,,,,"[5,7,9]",,,,
2018-05-27 17:12:30,2018-05-27 17:27:18,IP Address,,100,887,True,2018-05-27 17:27:18,R_31BNDNDsEVFX2Wv,,,,,,,anonymous,HE,זכר,28,,כן,תואר ראשון,2,,,Yes,"reveals the (row,col) coardinate square.",,,,,,,,,,,,,,,,,,arranging the display of given files list by lexicographic order.,a files which we want to sort by name.,"None, just arranging the given files list.",,,,,,,,calculates the profit can be made by producing sandwiches with the given ingredients,array of the ingredients units,array of the ingerdients prices,array of the ingerdients total prices,,,determine the traveling direction of the elevator,for (int floor = 1; floor++; floor++) { go_up(floor),int,"0, 1",לציין מי השחקנים המשתתפים במשחק.,הטיפוסים יכולים להיות ID של השחקן ולכן משתנה INT. באותה המידה יכול להיות פוינטר לאובייקט המייצג שחקן.,,,,,
2018-05-27 12:01:30,2018-05-27 17:30:43,IP Address,,100,19753,True,2018-05-27 17:30:44,R_2YQ7OmSZmK17qJQ,,,,,,,anonymous,HE,נקבה,24,0,כן,תואר ראשון,2,כן,לחשוף מה נמצא בתא שנמצא בשורה והעמודה בקלט,,,,,,,,,,,,,,,,,,,,,,,"מסדרת קבצים לפי הא""ב של השם","הקבצים שצריך למיין, מסוג File*","אותו סוג, רשימת קבצים ",,,,,,,,,,,,,"player שממנו יורשים playerA,playerB","playerA,playerB, תיקו",שני השחקנים במשחק,טיפוס player,"[5,7,9 ]","משנה את גודל התמונה בהתאם לפקטור, אם גדול מאחד מגדילה",this.width = val,,
2018-05-27 17:10:09,2018-05-27 17:33:52,IP Address,,100,1422,True,2018-05-27 17:33:53,R_8H7UeoShR5tDtOp,,,,,,,anonymous,HE,זכר,26,1,כן,תואר ראשון,2,,,,,מחשב את השכר השבועי של העובד,כמה שעות באותו שבוע עבד העובד,השכר השעתי הקבוע של העובד,return hours*rate,,,,,,,,,,,,,,,,,מיון רשימת קבצים לפי השם,רשימת קבצים,רשימת קבצים ממויינת,מחשב את הרווח עבור מניות,כמות המניות,עלות הוצאות,עלות המניות,,,,,מזיז את המעלית בהתאם ללחיצת הכפתור והמיקום הנוכחי,while curr_floor!=max_floor: open_door closer_door go_up(1) ,,,,,,,חיבור של שתי הרשימות,מתקן את גודל התמונה לפי הפקטור הנתון,width*factor,,
2018-05-27 17:25:29,2018-05-27 17:33:58,IP Address,,100,508,True,2018-05-27 17:33:58,R_OQgke52NsCRZic9,,,,,,,anonymous,HE,זכר,24,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,play one round in the game,row of the point we want to add,col of the point we want to add,,,,,,,,,,,,,,,,,,,,מקבל אם המעלית מתבקשת לעלות או לרדת,,,,,,סכימה איבר איבר של הרשימה,,,,
2018-05-27 17:08:00,2018-05-27 17:35:10,IP Address,,100,1629,True,2018-05-27 17:35:11,R_1GVzVDvUDHwp1kC,,,,,,,anonymous,HE,זכר,19,0,כן,תואר ראשון,2,,,,,,,,,,,,,שם איקס או עיגול במיקום שקיבלנו תלוי בתור,שורה בלוח,עמודה בלוח,,,,,,,,,,,,,מחשב את הרווח של אורי,כמה קסטות יש לאורי,כמה עולה לאורי להכין קסטה אחת,בכמה אורי מוכר כל קסטה,,,,,,,בודק האם הקומה המבוקשת נמצאת מעל או מתחת לקומה הנוכחית של המעלית ואז בוחר אם לעלות למעלה או לרדת למטה בהתאם למצב,while i&lt;=highest_floor: go_up(1) open_door i += 1 wait(5) close_door,string,"""playerA"", ""playerB""",לייצג את המהלכים של כל שחקן,"""string ; ""rock"", ""paper"", ""scissors",,,,,
2018-05-27 17:04:45,2018-05-27 17:35:28,IP Address,,100,1843,True,2018-05-27 17:35:28,R_1r698WxAtRBtcNW,,,,,,,anonymous,HE,זכר,24,2,כן,תואר ראשון,2,,,Yes,"משנה בגואי את הציור במשבצת row,col לאחר חשיפתו",,,,,,,,,,,,"מוסיף סימן של מי שהתור שלו בint row, int col",להגדיר מספר שורה,להגדיר מספר טור,,,,ממיינת את הערכים לפי שם,"להצביע למערך, type- init",לא מחזריה כלום,,,,,,,,,,,,,,,,boolian,"true, fales",להגדיר שחקנים,"טיפוס - int ערכים - 0,1",,משנה הערכים של כל הפיקסלים לפי פונקציה כלשהיא,pic_width+=n,,
2018-05-27 17:09:46,2018-05-27 17:36:33,IP Address,,100,1606,True,2018-05-27 17:36:34,R_2aPl9oyVpWJSnj4,,,,,,,anonymous,HE,זכר,20,2,כן,תואר ראשון,2,כן,,,,משלם לכל עובד לפי כמה זמן הוא עבד וכמה טוב העובד עבד,מספר השעות שהעובד עבד,לא כתוב בשאלה אבל זה נראה שהתוכנה מתחשבת גם בכמה העובד הספיק לעשות בכמות שעות הנל,"(for hour in pay(hour,rate :  pay=0 initialhourlypay=int x pay+=initial..*rate return pay;",,,,,,,,,,,,,,,,,,,,returns the profit for the stuff we buy,how many of the stuff we buy, for the itemhow much we pay,how much we sell the item,,,,,by using those function we go up or go down the number of floors that we need to reach the destination,,,,,,,,"[1,2,3,4,5,6]",ממשנה את הגודל של התמונה לפי הפאקטור הנתון,width=width*factor,,
2018-05-27 17:28:51,2018-05-27 17:38:22,IP Address,,100,570,True,2018-05-27 17:38:22,R_2ck0ycQi8cb4RrQ,,,,,,,anonymous,HE,נקבה,25,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,ממיינת את הקבצים על פי סדר לקסיקוגרפי,רשימה של אובייקטים מסוג קובץ,רשימה ממוינת של אוביקטים מסוג קובץ,,,,,,,,"מחשבת כמה רווח צפוי בהנתן מס' יחידות, העלות והתמחור שלהם.",להגיד כמה יחידות יש למכירה,כמה עולה לייצר כל יחידה,בכמה אפשר למכור כל יחידה,,,אומר למעלית לעלות או לרדת,while i&gt;num_floors: elevator.up elevator.open doors i++,Player,"playerA,  playerB",לייצג אסטרטגיות של שחקנים,מחלקה,"[5,7,9]",,,,
2018-05-27 17:20:34,2018-05-27 17:40:51,IP Address,,100,1216,True,2018-05-27 17:40:51,R_27saCZHjFJlvcl5,,,,,,,anonymous,HE,זכר,24,0,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"הקטע מחשב את המשתנים שהתקבלו יחסית לvar2, ולפיכך מחשב ושם בVAR3 את כמות הקומות שיש לרדת/לעלות","Im sorry, but I have a lot of homework, and its already too long!",Player,"player A, Player B, None",ייצוג השחקן המנצח/ייצוג תיקו,טיפוס מייצג שחקן ובחירותיו ,"[5,7,9]",resizing by factor,image.width= newWIdth,,
2018-05-27 17:26:38,2018-05-27 17:41:46,IP Address,,100,908,True,2018-05-27 17:41:46,R_1MY6Fu3Aut0NwSx,,,,,,,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,כן,attempts to expose a specific tile in the mine field,,,,,,,returns hours times rate,to indicate how many hours a worker worked this month,to indicate how much many per hour a worker makes,"pay(hours, rate) { return hours*rate; }",attempts to mark a specific square,indicate at which row to mark,indicate at which column to mark,,,,,,,,,,,,,,,,,"calculates how much profit was made given number of units sold, cost per unit and price the unit is sold at",how many sandwiches were sold,cost to make produce one sandwich,the price at wich an ice cream sandwich is sold,,,,,,,,,"[9,7,5]",creates the same picture at a different size,width = new_width,,
2018-05-27 17:26:36,2018-05-27 17:45:25,IP Address,,100,1128,True,2018-05-27 17:45:25,R_blRBOthKLvKC0MN,,,,,,,anonymous,HE,זכר,27,0,כן,תואר ראשון,3,,,Yes,"revealing the sqaure at row, col (after a click)",,,,,,,,,"assigns the square at row, col with the sign of the current playing player","indicates the row of the square, from 0 to 2","indicates the column of the square, from 0 to 2",,,,,,,,,,,,,,,,,,,,,,,"מחשב כמה קומות המעלית צריכה לנוע, באיזה כיוון, ומבצע",לכל קומה i מ-0 עד N-1: - עדכן את הקומה הנוכחית ל-i - פתח דלת - סגור דלת - עלה קומה אחת,boolean,"0, 1",לספק את הבחירה שביצע של שחקן במשחק,"טיפוס של אפשרויות הבחירה במשחק - אבן, נייר ומספריים",,,,,
